Home Team,Away Team,Winner,Home Win
Los Angeles Dodgers,San Diego Padres,Los Angeles Dodgers,True
New York Mets,Seattle Mariners,New York Mets,True
Chicago Cubs,Milwaukee Brewers,Chicago Cubs,True
Chicago Cubs,Milwaukee Brewers,Chicago Cubs,True
Detroit Tigers,Houston Astros,Houston Astros,False
Pittsburgh Pirates,Toronto Blue Jays,Pittsburgh Pirates,True
Miami Marlins,St. Louis Cardinals,Miami Marlins,True
Philadelphia Phillies,Seattle Mariners,Philadelphia Phillies,True
Boston Red Sox,Baltimore Orioles,Boston Red Sox,True
Atlanta Braves,Chicago White Sox,Atlanta Braves,True
Kansas City Royals,Texas Rangers,Kansas City Royals,True
Colorado Rockies,Los Angeles Dodgers,Colorado Rockies,True
Los Angeles Angels,Cincinnati Reds,Los Angeles Angels,True
Arizona Diamondbacks,Cleveland Guardians,Arizona Diamondbacks,True
San Diego Padres,San Francisco Giants,San Francisco Giants,False
Detroit Tigers,Houston Astros,Detroit Tigers,True
Pittsburgh Pirates,Toronto Blue Jays,Toronto Blue Jays,False
Miami Marlins,St. Louis Cardinals,St. Louis Cardinals,False
Washington Nationals,New York Mets,Washington Nationals,True
Philadelphia Phillies,Seattle Mariners,Seattle Mariners,False
Boston Red Sox,Baltimore Orioles,Boston Red Sox,True
Atlanta Braves,Chicago White Sox,Atlanta Braves,True
Tampa Bay Rays,New York Yankees,Tampa Bay Rays,True
Kansas City Royals,Texas Rangers,Kansas City Royals,True
Minnesota Twins,Athletics,Minnesota Twins,True
Chicago Cubs,Milwaukee Brewers,Milwaukee Brewers,False
Colorado Rockies,Los Angeles Dodgers,Los Angeles Dodgers,False
Los Angeles Angels,Cincinnati Reds,Cincinnati Reds,False
Arizona Diamondbacks,Cleveland Guardians,Cleveland Guardians,False
San Diego Padres,San Francisco Giants,San Francisco Giants,False
Pittsburgh Pirates,Toronto Blue Jays,Pittsburgh Pirates,True
Philadelphia Phillies,Seattle Mariners,Philadelphia Phillies,True
Detroit Tigers,Houston Astros,Detroit Tigers,True
Arizona Diamondbacks,Cleveland Guardians,Arizona Diamondbacks,True
Miami Marlins,St. Louis Cardinals,Miami Marlins,True
Washington Nationals,New York Mets,New York Mets,False
Atlanta Braves,Chicago White Sox,Atlanta Braves,True
Tampa Bay Rays,New York Yankees,Tampa Bay Rays,True
Kansas City Royals,Texas Rangers,Texas Rangers,False
Minnesota Twins,Athletics,Athletics,False
Chicago Cubs,Milwaukee Brewers,Chicago Cubs,True
Colorado Rockies,Los Angeles Dodgers,Los Angeles Dodgers,False
Los Angeles Angels,Cincinnati Reds,Cincinnati Reds,False
San Diego Padres,San Francisco Giants,San Francisco Giants,False
Minnesota Twins,Athletics,Minnesota Twins,True
Kansas City Royals,Texas Rangers,Texas Rangers,False
Chicago Cubs,Milwaukee Brewers,Chicago Cubs,True
Colorado Rockies,Los Angeles Dodgers,Los Angeles Dodgers,False
Washington Nationals,New York Mets,New York Mets,False
San Diego Padres,San Francisco Giants,San Diego Padres,True
Baltimore Orioles,Houston Astros,Baltimore Orioles,True
New York Yankees,Boston Red Sox,New York Yankees,True
Tampa Bay Rays,St. Louis Cardinals,Tampa Bay Rays,True
Pittsburgh Pirates,Colorado Rockies,Pittsburgh Pirates,True
Philadelphia Phillies,Washington Nationals,Philadelphia Phillies,True
Baltimore Orioles,Houston Astros,Baltimore Orioles,True
New York Yankees,Boston Red Sox,Boston Red Sox,False
Detroit Tigers,Kansas City Royals,Detroit Tigers,True
Miami Marlins,Toronto Blue Jays,Toronto Blue Jays,False
Atlanta Braves,New York Mets,New York Mets,False
Tampa Bay Rays,St. Louis Cardinals,Tampa Bay Rays,True
Chicago White Sox,Minnesota Twins,Minnesota Twins,False
Texas Rangers,Cleveland Guardians,Texas Rangers,True
Milwaukee Brewers,San Francisco Giants,Milwaukee Brewers,True
Los Angeles Angels,Chicago Cubs,Chicago Cubs,False
Arizona Diamondbacks,Cincinnati Reds,Cincinnati Reds,False
San Diego Padres,Los Angeles Dodgers,Los Angeles Dodgers,False
Seattle Mariners,Athletics,Athletics,False
New York Yankees,Boston Red Sox,New York Yankees,True
Miami Marlins,Toronto Blue Jays,Toronto Blue Jays,False
Philadelphia Phillies,Washington Nationals,Philadelphia Phillies,True
Detroit Tigers,Kansas City Royals,Detroit Tigers,True
Pittsburgh Pirates,Colorado Rockies,Pittsburgh Pirates,True
Baltimore Orioles,Houston Astros,Houston Astros,False
Texas Rangers,Cleveland Guardians,Cleveland Guardians,False
Chicago White Sox,Minnesota Twins,Minnesota Twins,False
Milwaukee Brewers,San Francisco Giants,San Francisco Giants,False
Atlanta Braves,New York Mets,Atlanta Braves,True
Arizona Diamondbacks,Cincinnati Reds,Cincinnati Reds,False
San Diego Padres,Los Angeles Dodgers,San Diego Padres,True
Los Angeles Angels,Chicago Cubs,Los Angeles Angels,True
Seattle Mariners,Athletics,Seattle Mariners,True
Pittsburgh Pirates,Colorado Rockies,Pittsburgh Pirates,True
Tampa Bay Rays,St. Louis Cardinals,St. Louis Cardinals,False
Baltimore Orioles,Houston Astros,Houston Astros,False
Philadelphia Phillies,Washington Nationals,Washington Nationals,False
Atlanta Braves,New York Mets,New York Mets,False
New York Yankees,Boston Red Sox,Boston Red Sox,False
Detroit Tigers,Kansas City Royals,Kansas City Royals,False
Miami Marlins,Toronto Blue Jays,Toronto Blue Jays,False
Chicago White Sox,Minnesota Twins,Minnesota Twins,False
Milwaukee Brewers,San Francisco Giants,Milwaukee Brewers,True
Texas Rangers,Cleveland Guardians,Cleveland Guardians,False
Los Angeles Angels,Chicago Cubs,Los Angeles Angels,True
Arizona Diamondbacks,Cincinnati Reds,Arizona Diamondbacks,True
San Diego Padres,Los Angeles Dodgers,San Diego Padres,True
Seattle Mariners,Athletics,Athletics,False
Baltimore Orioles,Boston Red Sox,Boston Red Sox,False
Cleveland Guardians,Tampa Bay Rays,Cleveland Guardians,True
Miami Marlins,Atlanta Braves,Miami Marlins,True
New York Yankees,Washington Nationals,New York Yankees,True
Toronto Blue Jays,Minnesota Twins,Toronto Blue Jays,True
New York Mets,Philadelphia Phillies,Philadelphia Phillies,False
Chicago White Sox,Kansas City Royals,Kansas City Royals,False
Milwaukee Brewers,Arizona Diamondbacks,Milwaukee Brewers,True
St. Louis Cardinals,Pittsburgh Pirates,St. Louis Cardinals,True
Texas Rangers,Los Angeles Angels,Texas Rangers,True
Seattle Mariners,San Diego Padres,San Diego Padres,False
Athletics,Detroit Tigers,Detroit Tigers,False
Los Angeles Dodgers,Cincinnati Reds,Cincinnati Reds,False
Baltimore Orioles,Boston Red Sox,Baltimore Orioles,True
Cleveland Guardians,Tampa Bay Rays,Cleveland Guardians,True
Miami Marlins,Atlanta Braves,Atlanta Braves,False
New York Yankees,Washington Nationals,New York Yankees,True
Toronto Blue Jays,Minnesota Twins,Toronto Blue Jays,True
New York Mets,Philadelphia Phillies,New York Mets,True
Chicago White Sox,Kansas City Royals,Kansas City Royals,False
Milwaukee Brewers,Arizona Diamondbacks,Arizona Diamondbacks,False
St. Louis Cardinals,Pittsburgh Pirates,St. Louis Cardinals,True
Texas Rangers,Los Angeles Angels,Los Angeles Angels,False
Houston Astros,Colorado Rockies,Houston Astros,True
Seattle Mariners,San Diego Padres,San Diego Padres,False
San Francisco Giants,Chicago Cubs,San Francisco Giants,True
Athletics,Detroit Tigers,Athletics,True
Los Angeles Dodgers,Cincinnati Reds,Los Angeles Dodgers,True
New York Yankees,Washington Nationals,New York Yankees,True
Cleveland Guardians,Tampa Bay Rays,Cleveland Guardians,True
Miami Marlins,Atlanta Braves,Atlanta Braves,False
Seattle Mariners,San Diego Padres,San Diego Padres,False
Baltimore Orioles,Boston Red Sox,Baltimore Orioles,True
Toronto Blue Jays,Minnesota Twins,Toronto Blue Jays,True
New York Mets,Philadelphia Phillies,New York Mets,True
Chicago White Sox,Kansas City Royals,Chicago White Sox,True
Milwaukee Brewers,Arizona Diamondbacks,Milwaukee Brewers,True
St. Louis Cardinals,Pittsburgh Pirates,St. Louis Cardinals,True
Texas Rangers,Los Angeles Angels,Los Angeles Angels,False
Houston Astros,Colorado Rockies,Houston Astros,True
Los Angeles Dodgers,Cincinnati Reds,Los Angeles Dodgers,True
San Francisco Giants,Chicago Cubs,Chicago Cubs,False
Athletics,Detroit Tigers,Detroit Tigers,False
Baltimore Orioles,Boston Red Sox,Boston Red Sox,False
Houston Astros,Colorado Rockies,Houston Astros,True
Milwaukee Brewers,Arizona Diamondbacks,Milwaukee Brewers,True
St. Louis Cardinals,Pittsburgh Pirates,St. Louis Cardinals,True
San Francisco Giants,Chicago Cubs,Chicago Cubs,False
Philadelphia Phillies,Atlanta Braves,Philadelphia Phillies,True
New York Mets,Miami Marlins,New York Mets,True
Chicago White Sox,New York Yankees,New York Yankees,False
Cincinnati Reds,St. Louis Cardinals,Cincinnati Reds,True
Washington Nationals,Tampa Bay Rays,Tampa Bay Rays,False
Philadelphia Phillies,Atlanta Braves,Philadelphia Phillies,True
Toronto Blue Jays,Milwaukee Brewers,Milwaukee Brewers,False
Boston Red Sox,Pittsburgh Pirates,Pittsburgh Pirates,False
Cleveland Guardians,Seattle Mariners,Cleveland Guardians,True
New York Mets,Miami Marlins,New York Mets,True
Chicago White Sox,New York Yankees,New York Yankees,False
Houston Astros,Los Angeles Angels,Houston Astros,True
Kansas City Royals,Detroit Tigers,Kansas City Royals,True
Minnesota Twins,San Diego Padres,Minnesota Twins,True
Colorado Rockies,Chicago Cubs,Chicago Cubs,False
Athletics,Texas Rangers,Texas Rangers,False
Los Angeles Dodgers,Arizona Diamondbacks,Los Angeles Dodgers,True
San Francisco Giants,Baltimore Orioles,San Francisco Giants,True
Toronto Blue Jays,Milwaukee Brewers,Milwaukee Brewers,False
Washington Nationals,Tampa Bay Rays,Washington Nationals,True
Boston Red Sox,Pittsburgh Pirates,Pittsburgh Pirates,False
New York Mets,Miami Marlins,New York Mets,True
Philadelphia Phillies,Atlanta Braves,Philadelphia Phillies,True
Cincinnati Reds,St. Louis Cardinals,St. Louis Cardinals,False
Houston Astros,Los Angeles Angels,Houston Astros,True
Minnesota Twins,San Diego Padres,Minnesota Twins,True
Chicago White Sox,New York Yankees,New York Yankees,False
Kansas City Royals,Detroit Tigers,Detroit Tigers,False
Cleveland Guardians,Seattle Mariners,Cleveland Guardians,True
San Francisco Giants,Baltimore Orioles,San Francisco Giants,True
Colorado Rockies,Chicago Cubs,Chicago Cubs,False
Los Angeles Dodgers,Arizona Diamondbacks,Los Angeles Dodgers,True
Athletics,Texas Rangers,Athletics,True
Cincinnati Reds,St. Louis Cardinals,Cincinnati Reds,True
Minnesota Twins,San Diego Padres,Minnesota Twins,True
Boston Red Sox,Pittsburgh Pirates,Boston Red Sox,True
Washington Nationals,Tampa Bay Rays,Washington Nationals,True
Toronto Blue Jays,Milwaukee Brewers,Milwaukee Brewers,False
Cleveland Guardians,Seattle Mariners,Cleveland Guardians,True
New York Mets,Miami Marlins,Miami Marlins,False
Houston Astros,Los Angeles Angels,Houston Astros,True
Kansas City Royals,Detroit Tigers,Kansas City Royals,True
Chicago White Sox,New York Yankees,New York Yankees,False
Colorado Rockies,Chicago Cubs,Chicago Cubs,False
San Francisco Giants,Baltimore Orioles,San Francisco Giants,True
Athletics,Texas Rangers,Athletics,True
Los Angeles Dodgers,Arizona Diamondbacks,Arizona Diamondbacks,False
Philadelphia Phillies,Atlanta Braves,Philadelphia Phillies,True
Washington Nationals,Miami Marlins,Washington Nationals,True
Detroit Tigers,New York Mets,Detroit Tigers,True
Cincinnati Reds,Toronto Blue Jays,Cincinnati Reds,True
Boston Red Sox,Cleveland Guardians,Cleveland Guardians,False
Houston Astros,Los Angeles Angels,Houston Astros,True
Minnesota Twins,Chicago White Sox,Minnesota Twins,True
St. Louis Cardinals,Athletics,St. Louis Cardinals,True
Chicago Cubs,Atlanta Braves,Chicago Cubs,True
Colorado Rockies,San Francisco Giants,San Francisco Giants,False
Milwaukee Brewers,Philadelphia Phillies,Milwaukee Brewers,True
San Diego Padres,Baltimore Orioles,San Diego Padres,True
Tampa Bay Rays,Seattle Mariners,Tampa Bay Rays,True
Arizona Diamondbacks,Texas Rangers,Texas Rangers,False
Detroit Tigers,New York Mets,Detroit Tigers,True
Pittsburgh Pirates,Los Angeles Dodgers,Pittsburgh Pirates,True
Cincinnati Reds,Toronto Blue Jays,Toronto Blue Jays,False
Boston Red Sox,Cleveland Guardians,Cleveland Guardians,False
Washington Nationals,Miami Marlins,Miami Marlins,False
Tampa Bay Rays,Seattle Mariners,Tampa Bay Rays,True
Kansas City Royals,Los Angeles Angels,Kansas City Royals,True
Chicago Cubs,Atlanta Braves,Chicago Cubs,True
Minnesota Twins,Chicago White Sox,Minnesota Twins,True
St. Louis Cardinals,Athletics,St. Louis Cardinals,True
Houston Astros,New York Yankees,Houston Astros,True
Colorado Rockies,San Francisco Giants,San Francisco Giants,False
San Diego Padres,Baltimore Orioles,San Diego Padres,True
Arizona Diamondbacks,Texas Rangers,Texas Rangers,False
Washington Nationals,Miami Marlins,Washington Nationals,True
Detroit Tigers,New York Mets,Detroit Tigers,True
Arizona Diamondbacks,Texas Rangers,Arizona Diamondbacks,True
San Diego Padres,Baltimore Orioles,San Diego Padres,True
Pittsburgh Pirates,Los Angeles Dodgers,Los Angeles Dodgers,False
Cincinnati Reds,Toronto Blue Jays,Cincinnati Reds,True
Boston Red Sox,Cleveland Guardians,Boston Red Sox,True
Tampa Bay Rays,Seattle Mariners,Tampa Bay Rays,True
Kansas City Royals,Los Angeles Angels,Kansas City Royals,True
Chicago Cubs,Atlanta Braves,Chicago Cubs,True
Minnesota Twins,Chicago White Sox,Minnesota Twins,True
Milwaukee Brewers,Philadelphia Phillies,Milwaukee Brewers,True
St. Louis Cardinals,Athletics,St. Louis Cardinals,True
Houston Astros,New York Yankees,New York Yankees,False
Colorado Rockies,San Francisco Giants,San Francisco Giants,False
Milwaukee Brewers,Philadelphia Phillies,Milwaukee Brewers,True
Pittsburgh Pirates,Los Angeles Dodgers,Los Angeles Dodgers,False
Tampa Bay Rays,Cleveland Guardians,Tampa Bay Rays,True
Kansas City Royals,Los Angeles Angels,Los Angeles Angels,False
Minnesota Twins,Chicago White Sox,Minnesota Twins,True
Houston Astros,New York Yankees,New York Yankees,False
Chicago Cubs,Washington Nationals,Chicago Cubs,True
Cincinnati Reds,New York Mets,Cincinnati Reds,True
Detroit Tigers,Chicago White Sox,Detroit Tigers,True
Pittsburgh Pirates,Milwaukee Brewers,Milwaukee Brewers,False
Baltimore Orioles,Los Angeles Dodgers,Los Angeles Dodgers,False
New York Yankees,Toronto Blue Jays,New York Yankees,True
Miami Marlins,Philadelphia Phillies,Miami Marlins,True
Atlanta Braves,Seattle Mariners,Seattle Mariners,False
Tampa Bay Rays,Cleveland Guardians,Tampa Bay Rays,True
Kansas City Royals,Minnesota Twins,Minnesota Twins,False
Texas Rangers,Houston Astros,Texas Rangers,True
St. Louis Cardinals,San Francisco Giants,San Francisco Giants,False
Colorado Rockies,San Diego Padres,San Diego Padres,False
Los Angeles Angels,Athletics,Los Angeles Angels,True
Arizona Diamondbacks,Boston Red Sox,Boston Red Sox,False
New York Yankees,Toronto Blue Jays,Toronto Blue Jays,False
Chicago Cubs,Washington Nationals,Chicago Cubs,True
Miami Marlins,Philadelphia Phillies,Miami Marlins,True
Detroit Tigers,Chicago White Sox,Chicago White Sox,False
Cincinnati Reds,New York Mets,Cincinnati Reds,True
Pittsburgh Pirates,Milwaukee Brewers,Milwaukee Brewers,False
Baltimore Orioles,Los Angeles Dodgers,Los Angeles Dodgers,False
Tampa Bay Rays,Cleveland Guardians,Cleveland Guardians,False
St. Louis Cardinals,San Francisco Giants,St. Louis Cardinals,True
Texas Rangers,Houston Astros,Texas Rangers,True
Kansas City Royals,Minnesota Twins,Kansas City Royals,True
Atlanta Braves,Seattle Mariners,Seattle Mariners,False
Arizona Diamondbacks,Boston Red Sox,Arizona Diamondbacks,True
Colorado Rockies,San Diego Padres,San Diego Padres,False
Los Angeles Angels,Athletics,Los Angeles Angels,True
Atlanta Braves,Seattle Mariners,Atlanta Braves,True
Tampa Bay Rays,Cleveland Guardians,Cleveland Guardians,False
Baltimore Orioles,Los Angeles Dodgers,Los Angeles Dodgers,False
New York Yankees,Toronto Blue Jays,New York Yankees,True
Pittsburgh Pirates,Milwaukee Brewers,Milwaukee Brewers,False
Cincinnati Reds,New York Mets,Cincinnati Reds,True
Detroit Tigers,Chicago White Sox,Detroit Tigers,True
Miami Marlins,Philadelphia Phillies,Miami Marlins,True
Kansas City Royals,Minnesota Twins,Kansas City Royals,True
St. Louis Cardinals,San Francisco Giants,St. Louis Cardinals,True
Chicago Cubs,Washington Nationals,Chicago Cubs,True
Texas Rangers,Houston Astros,Houston Astros,False
Colorado Rockies,San Diego Padres,San Diego Padres,False
Los Angeles Angels,Athletics,Los Angeles Angels,True
Arizona Diamondbacks,Boston Red Sox,Arizona Diamondbacks,True
Cleveland Guardians,Kansas City Royals,Cleveland Guardians,True
Miami Marlins,Washington Nationals,Washington Nationals,False
Philadelphia Phillies,New York Mets,Philadelphia Phillies,True
Atlanta Braves,Chicago Cubs,Chicago Cubs,False
Texas Rangers,Milwaukee Brewers,Milwaukee Brewers,False
Los Angeles Angels,Minnesota Twins,Minnesota Twins,False
San Diego Padres,Cincinnati Reds,San Diego Padres,True
Seattle Mariners,St. Louis Cardinals,Seattle Mariners,True
San Francisco Giants,Arizona Diamondbacks,Arizona Diamondbacks,False
Athletics,Boston Red Sox,Athletics,True
Los Angeles Dodgers,Colorado Rockies,Colorado Rockies,False
Baltimore Orioles,Pittsburgh Pirates,Baltimore Orioles,True
Cleveland Guardians,Kansas City Royals,Kansas City Royals,False
Miami Marlins,Washington Nationals,Washington Nationals,False
Philadelphia Phillies,New York Mets,Philadelphia Phillies,True
New York Yankees,Detroit Tigers,Detroit Tigers,False
Toronto Blue Jays,Houston Astros,Toronto Blue Jays,True
Atlanta Braves,Chicago Cubs,Chicago Cubs,False
Chicago White Sox,Tampa Bay Rays,Tampa Bay Rays,False
Texas Rangers,Milwaukee Brewers,Texas Rangers,True
Los Angeles Angels,Minnesota Twins,Los Angeles Angels,True
San Diego Padres,Cincinnati Reds,Cincinnati Reds,False
Seattle Mariners,St. Louis Cardinals,Seattle Mariners,True
San Francisco Giants,Arizona Diamondbacks,San Francisco Giants,True
Athletics,Boston Red Sox,Boston Red Sox,False
Los Angeles Dodgers,Colorado Rockies,Colorado Rockies,False
Texas Rangers,Milwaukee Brewers,Texas Rangers,True
Athletics,Boston Red Sox,Athletics,True
San Francisco Giants,Arizona Diamondbacks,San Francisco Giants,True
Los Angeles Angels,Minnesota Twins,Los Angeles Angels,True
Baltimore Orioles,Pittsburgh Pirates,Baltimore Orioles,True
Cleveland Guardians,Kansas City Royals,Cleveland Guardians,True
Miami Marlins,Washington Nationals,Miami Marlins,True
Philadelphia Phillies,New York Mets,New York Mets,False
New York Yankees,Detroit Tigers,New York Yankees,True
Toronto Blue Jays,Houston Astros,Houston Astros,False
Atlanta Braves,Chicago Cubs,Chicago Cubs,False
Chicago White Sox,Tampa Bay Rays,Tampa Bay Rays,False
San Diego Padres,Cincinnati Reds,Cincinnati Reds,False
Seattle Mariners,St. Louis Cardinals,Seattle Mariners,True
Los Angeles Dodgers,Colorado Rockies,Colorado Rockies,False
Baltimore Orioles,Pittsburgh Pirates,Baltimore Orioles,True
Chicago White Sox,Tampa Bay Rays,Chicago White Sox,True
Toronto Blue Jays,Houston Astros,Toronto Blue Jays,True
Miami Marlins,Washington Nationals,Washington Nationals,False
New York Yankees,Detroit Tigers,New York Yankees,True
Cleveland Guardians,Kansas City Royals,Cleveland Guardians,True
Philadelphia Phillies,New York Mets,Philadelphia Phillies,True
San Diego Padres,Colorado Rockies,San Diego Padres,True
Seattle Mariners,Los Angeles Angels,Seattle Mariners,True
Chicago Cubs,Tampa Bay Rays,Tampa Bay Rays,False
Washington Nationals,Pittsburgh Pirates,Pittsburgh Pirates,False
Philadelphia Phillies,Kansas City Royals,Philadelphia Phillies,True
Toronto Blue Jays,Baltimore Orioles,Toronto Blue Jays,True
New York Mets,Texas Rangers,Texas Rangers,False
Cleveland Guardians,Chicago White Sox,Cleveland Guardians,True
Miami Marlins,Detroit Tigers,Miami Marlins,True
Boston Red Sox,New York Yankees,New York Yankees,False
Atlanta Braves,Houston Astros,Atlanta Braves,True
Minnesota Twins,Arizona Diamondbacks,Minnesota Twins,True
Milwaukee Brewers,St. Louis Cardinals,Milwaukee Brewers,True
San Diego Padres,Colorado Rockies,Colorado Rockies,False
Athletics,Cincinnati Reds,Cincinnati Reds,False
Seattle Mariners,Los Angeles Angels,Seattle Mariners,True
San Francisco Giants,Los Angeles Dodgers,San Francisco Giants,True
Chicago Cubs,Tampa Bay Rays,Chicago Cubs,True
Toronto Blue Jays,Baltimore Orioles,Baltimore Orioles,False
Washington Nationals,Pittsburgh Pirates,Washington Nationals,True
New York Mets,Texas Rangers,New York Mets,True
Miami Marlins,Detroit Tigers,Detroit Tigers,False
Boston Red Sox,New York Yankees,New York Yankees,False
Philadelphia Phillies,Kansas City Royals,Philadelphia Phillies,True
Cleveland Guardians,Chicago White Sox,Cleveland Guardians,True
Minnesota Twins,Arizona Diamondbacks,Minnesota Twins,True
Milwaukee Brewers,St. Louis Cardinals,St. Louis Cardinals,False
Atlanta Braves,Houston Astros,Houston Astros,False
San Diego Padres,Colorado Rockies,San Diego Padres,True
San Francisco Giants,Los Angeles Dodgers,Los Angeles Dodgers,False
Seattle Mariners,Los Angeles Angels,Los Angeles Angels,False
Athletics,Cincinnati Reds,Cincinnati Reds,False
Washington Nationals,Pittsburgh Pirates,Washington Nationals,True
Philadelphia Phillies,Kansas City Royals,Philadelphia Phillies,True
Atlanta Braves,Houston Astros,Houston Astros,False
Boston Red Sox,New York Yankees,New York Yankees,False
Toronto Blue Jays,Baltimore Orioles,Toronto Blue Jays,True
New York Mets,Texas Rangers,New York Mets,True
Cleveland Guardians,Chicago White Sox,Cleveland Guardians,True
Miami Marlins,Detroit Tigers,Detroit Tigers,False
Minnesota Twins,Arizona Diamondbacks,Minnesota Twins,True
Milwaukee Brewers,St. Louis Cardinals,St. Louis Cardinals,False
Chicago Cubs,Tampa Bay Rays,Tampa Bay Rays,False
Athletics,Cincinnati Reds,Cincinnati Reds,False
San Francisco Giants,Los Angeles Dodgers,San Francisco Giants,True
San Diego Padres,Colorado Rockies,San Diego Padres,True
Seattle Mariners,Los Angeles Angels,Seattle Mariners,True
Pittsburgh Pirates,Chicago Cubs,Chicago Cubs,False
Washington Nationals,Atlanta Braves,Atlanta Braves,False
Tampa Bay Rays,Toronto Blue Jays,Tampa Bay Rays,True
Chicago White Sox,Baltimore Orioles,Chicago White Sox,True
Minnesota Twins,New York Yankees,Minnesota Twins,True
St. Louis Cardinals,Cincinnati Reds,Cincinnati Reds,False
Houston Astros,Texas Rangers,Houston Astros,True
Arizona Diamondbacks,San Francisco Giants,Arizona Diamondbacks,True
Los Angeles Dodgers,Philadelphia Phillies,Los Angeles Dodgers,True
Washington Nationals,Atlanta Braves,Washington Nationals,True
Washington Nationals,Atlanta Braves,Washington Nationals,True
Detroit Tigers,Cleveland Guardians,Detroit Tigers,True
Pittsburgh Pirates,Chicago Cubs,Pittsburgh Pirates,True
Boston Red Sox,Athletics,Boston Red Sox,True
New York Mets,San Diego Padres,San Diego Padres,False
Tampa Bay Rays,Toronto Blue Jays,Tampa Bay Rays,True
Kansas City Royals,Seattle Mariners,Kansas City Royals,True
Chicago White Sox,Baltimore Orioles,Baltimore Orioles,False
Minnesota Twins,New York Yankees,New York Yankees,False
Milwaukee Brewers,Los Angeles Angels,Milwaukee Brewers,True
St. Louis Cardinals,Cincinnati Reds,St. Louis Cardinals,True
Houston Astros,Texas Rangers,Houston Astros,True
Colorado Rockies,Miami Marlins,Miami Marlins,False
Arizona Diamondbacks,San Francisco Giants,Arizona Diamondbacks,True
Los Angeles Dodgers,Philadelphia Phillies,Los Angeles Dodgers,True
Pittsburgh Pirates,Chicago Cubs,Chicago Cubs,False
St. Louis Cardinals,Cincinnati Reds,Cincinnati Reds,False
Chicago White Sox,Baltimore Orioles,Chicago White Sox,True
Arizona Diamondbacks,San Francisco Giants,Arizona Diamondbacks,True
Washington Nationals,Atlanta Braves,Atlanta Braves,False
Detroit Tigers,Cleveland Guardians,Detroit Tigers,True
Boston Red Sox,Athletics,Athletics,False
Tampa Bay Rays,Toronto Blue Jays,Tampa Bay Rays,True
New York Mets,San Diego Padres,San Diego Padres,False
Kansas City Royals,Seattle Mariners,Seattle Mariners,False
Minnesota Twins,New York Yankees,Minnesota Twins,True
Milwaukee Brewers,Los Angeles Angels,Milwaukee Brewers,True
Houston Astros,Texas Rangers,Texas Rangers,False
Colorado Rockies,Miami Marlins,Colorado Rockies,True
Los Angeles Dodgers,Philadelphia Phillies,Philadelphia Phillies,False
Detroit Tigers,Cleveland Guardians,Cleveland Guardians,False
New York Mets,San Diego Padres,New York Mets,True
Tampa Bay Rays,Toronto Blue Jays,Tampa Bay Rays,True
Boston Red Sox,Athletics,Boston Red Sox,True
Kansas City Royals,Seattle Mariners,Kansas City Royals,True
Colorado Rockies,Miami Marlins,Miami Marlins,False
Cincinnati Reds,Chicago Cubs,Chicago Cubs,False
Baltimore Orioles,New York Yankees,New York Yankees,False
Milwaukee Brewers,Los Angeles Angels,Los Angeles Angels,False
Los Angeles Dodgers,San Francisco Giants,Los Angeles Dodgers,True
Cincinnati Reds,Chicago Cubs,Chicago Cubs,False
Pittsburgh Pirates,Athletics,Pittsburgh Pirates,True
Detroit Tigers,Atlanta Braves,Atlanta Braves,False
Baltimore Orioles,New York Yankees,New York Yankees,False
New York Mets,Washington Nationals,New York Mets,True
Tampa Bay Rays,Boston Red Sox,Tampa Bay Rays,True
Kansas City Royals,Toronto Blue Jays,Kansas City Royals,True
Chicago White Sox,San Diego Padres,Chicago White Sox,True
Texas Rangers,Miami Marlins,Texas Rangers,True
Colorado Rockies,Los Angeles Angels,Los Angeles Angels,False
Houston Astros,Seattle Mariners,Houston Astros,True
Minnesota Twins,Cleveland Guardians,Minnesota Twins,True
St. Louis Cardinals,Milwaukee Brewers,St. Louis Cardinals,True
Arizona Diamondbacks,Philadelphia Phillies,Arizona Diamondbacks,True
Los Angeles Dodgers,San Francisco Giants,Los Angeles Dodgers,True
Detroit Tigers,Atlanta Braves,Detroit Tigers,True
Minnesota Twins,Cleveland Guardians,Minnesota Twins,True
Minnesota Twins,Cleveland Guardians,Minnesota Twins,True
New York Mets,Washington Nationals,New York Mets,True
Cincinnati Reds,Chicago Cubs,Cincinnati Reds,True
Pittsburgh Pirates,Athletics,Pittsburgh Pirates,True
Tampa Bay Rays,Boston Red Sox,Tampa Bay Rays,True
Texas Rangers,Miami Marlins,Texas Rangers,True
Baltimore Orioles,New York Yankees,Baltimore Orioles,True
Houston Astros,Seattle Mariners,Houston Astros,True
Kansas City Royals,Toronto Blue Jays,Toronto Blue Jays,False
Chicago White Sox,San Diego Padres,San Diego Padres,False
St. Louis Cardinals,Milwaukee Brewers,St. Louis Cardinals,True
Colorado Rockies,Los Angeles Angels,Colorado Rockies,True
Arizona Diamondbacks,Philadelphia Phillies,Philadelphia Phillies,False
Los Angeles Dodgers,San Francisco Giants,Los Angeles Dodgers,True
Pittsburgh Pirates,Athletics,Athletics,False
Baltimore Orioles,New York Yankees,Baltimore Orioles,True
Cincinnati Reds,Chicago Cubs,Chicago Cubs,False
New York Mets,Washington Nationals,New York Mets,True
Detroit Tigers,Atlanta Braves,Detroit Tigers,True
Houston Astros,Seattle Mariners,Seattle Mariners,False
